ID,Work Item Type,Title,State,Description
"70598","Requirement","Manage System, Manage Documentation, Document Ingestion : ( F1.713 | High )","New","The Solution shall provide the ability to add a comment for documents that are uploaded."
"70599","Requirement","Manage System, Manage Documentation, Document Ingestion : ( F1.714 | High )","New","The Solution shall provide the ability for the authorized users to upload samples of ballot pages, enclosures, and other documents for review and approval."
"70600","Requirement","Manage System, Manage Documentation, Document Ingestion : ( F1.715 | High )","New","The Solution shall track date and time of when a document has been uploaded/submitted, changed or approved."
"70601","Requirement","Manage System, Manage Documentation, Document Ingestion : ( F1.716 | High )","New","The Solution must include the capability to integrate with scanning hardware to allow scanned documents to be ingested and associated with the relevant records within the Solution."
"70602","Requirement","Manage System, Manage Documentation, OCR : ( F1.718 | High )","New","The Solution scanning interface must enable OCR capabilities and associated workflow to control how scanned documents are ingested and tied with records stored within the Solution."
"70603","Requirement","Manage System, Manage Workflows and System Administration, Data Validation : ( F1.721 | High )","New","The Solution shall alert the user if required fields are not populated."
"70604","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.522 | Medium )","New","The Solution shall allow authorized users to indicate that the application is for a state or local Recall, based on information entered by users or directly obtained from the scanned application."
"70605","Requirement","Manage System, Manage Workflows and System Administration, Data Validation : ( F1.723 | High )","New","The Solution shall provide a spell and grammar checker. ��"
"70606","Requirement","Manage System, Manage Workflows and System Administration, Search Voter Record : ( F1.724 | High )","New","The Solution shall have ability to generate a variety of reports based on authorized user-defined parameters."
"70607","Requirement","Manage System, Manage Workflows and System Administration, Searches : ( F1.725 | High )","New","The Solution shall support searches for records on all key data elements throughout the Solution and display results that matches to the search criteria."
"70608","Requirement","Manage System, Manage Workflows and System Administration, Searches : ( F1.726 | High )","New","The Solution shall allow authorized users to perform searches using wildcards to take the place of one or more characters in a search term (e.g., a question mark (?) for single character searching or an asterisk (*) is for multiple character searching)."
"70609","Requirement","Manage System, Manage Workflows and System Administration : ( F1.727 | High )","New","The Solution shall ensure all required fields are entered according to business rules."
"70610","Requirement","Manage System, Manage Workflows and System Administration : ( F1.728 | High )","New","The Solution shall display an alert that the information has been saved."
"70611","Requirement","Manage System, Manage Workflows and System Administration : ( F1.729 | High )","New","The Solution shall display a home page to authorized users with a dashboard of summary information relevant to the user�s role."
"70612","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.523 | Medium )","New","The Solution shall allow authorized users to indicate if the application for a Recall petition is approved for circulation."
"70613","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.524 | Medium )","New","The Solution shall determine the deadline for filing the circulated Recall signatures."
"70614","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.525 | Medium )","New","The Solution shall determine the number of signatures required for the Recall based on authorized user-configurable business rules."
"70615","Requirement","Manage Elections, Manage Petitions, Voter Pamphlet Inclusion : ( F1.526 | Medium )","New","The Solution shall allow authorized users to indicate if the voter�s pamphlet content is approved."
"70616","Requirement","Manage Elections, Manage Petitions, Voter Pamphlet Inclusion : ( F1.527 | Medium )","New","The Solution shall provide the ability for authorized users to indicate if the applicant will pay the associated fees or will gather the necessary signatures for the information to be placed in the voter�s pamphlet."
